unique_samplingProtocol_value,n_count
Collecting method: Marutoku net; Vessel: SOYO; Wire length: 150; angle(º): 21; Flow meter revolution number: 1024; mesh size: 335; Analysis method: micro scope,437
MRMCS0050000005A_METH_001,437
Collecting method: Marutoku net; Vessel: MITO; Wire length: 150; angle(º): ; Flow meter revolution number: 575; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: SOYO; Wire length: ; angle(º): 13; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: SOYO; Wire length: ; angle(º): 30; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: HAYACHINE; Wire length: 150; angle(º): ; Flow meter revolution number: 640; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: SHUNYO; Wire length: 150; angle(º): 28; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: HAYACHINE; Wire length: 150; angle(º): ; Flow meter revolution number: 869; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: HOYO No.12; Wire length: ; angle(º): 18; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: HOYO No.12; Wire length: ; angle(º): 27; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: SHUNYO; Wire length: 150; angle(º): 41; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: SHUNYO; Wire length: 150; angle(º): 38; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: HAYACHINE; Wire length: 150; angle(º): ; Flow meter revolution number: 1200; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: SOYO; Wire length: 150; angle(º): 15; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: SHOYO; Wire length: 150; angle(º): 38; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,437
MRLRC01200000003_METH_001,437
Collecting method: Marutoku net; Vessel: SURUGA; Wire length: 150; angle(º): 40; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: TANKAI; Wire length: 150; angle(º): 41; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: HEIWA IBARAKI; Wire length: 150; angle(º): ; Flow meter revolution number: 717; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: SHOYO; Wire length: 150; angle(º): 50; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: SOYO; Wire length: 150; angle(º): 17; Flow meter revolution number: 689; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: SOYO; Wire length: 150; angle(º): 29; Flow meter revolution number: 978; mesh size: 335; Analysis method: micro scope,437
MRSNH01700000002_METH_003,437
Collecting method: Marutoku net; Vessel: WAKATAKA; Wire length: 150; angle(º): 49; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: HOYO No.12; Wire length: 15; angle(º): 22; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: HOYO No.12; Wire length: 150; angle(º): 16; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: CHIBA No.2; Wire length: 150; angle(º): 8; Flow meter revolution number: 1550; mesh size: 335; Analysis method: micro scope,437
capture for bio-logging:device type= GPS:device id= GPS266,437
capture for bio-logging:device type= PTT:device id= 44554,437
Collecting method: Marutoku net; Vessel: KAISHO; Wire length: ; angle(º): 21; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: TOKIWA; Wire length: ; angle(º): ; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,437
capture for bio-logging:device type= PTT:device id= 63375,437
Collecting method: Marutoku net; Vessel: CHIBA No.2; Wire length: 150; angle(º): ; Flow meter revolution number: 750; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: HEIWA IBARAKI; Wire length: 150; angle(º): ; Flow meter revolution number: 645; mesh size: 335; Analysis method: micro scope,437
Collecting method: Marutoku net; Vessel: HEIWA IBARAKI; Wire length: 150; angle(º): ; Flow meter revolution number: 450; mesh size: 335; Analysis method: micro scope,437
capture for bio-logging:device type= PTT:device id= 23405,436
UD-DASSH-0506_Meth01,436
MRCCW30000000002_METH_002,436
MRSNH01000000004_METH_002,436
MRMCS0160000001F_METH_001,436
Tipo de análisis: Taxonomía | Aparejo: Dispositivo de bombeo | Tamaño de malla en µm: 300,436
MRNE01370000002B_METH_002,436
MRCCW90000000016_METH_001,435
Top Predators census (page 88) https://doi.org/10.5281/zenodo.8013721,435
JNCCMNCR10000643_METH_001,435
MRMLN0040000009D_METH_001,435
submersible,435
MRSNH02100000002_METH_003,435
MRMCS0150000002F_METH_002,434
"Trawl, Otter",434
MRMCS0150000005E_METH_001,434
MRLRC00200000025_METH_001,434
MRMCS02000000030_METH_002,434
MRPMN00100000043_METH_001,433
Fine mesh midwater trawl,433
MRCCW1630000000E_METH_006,433
JNCCMNCR50000470_METH_002,433
MRLRC0070000001E_METH_003,433
MRMCS005000000D6_METH_001,433
MRMLN001000000A5_METH_001,432
"Revisión de video, toma de fotogramas cada 30 segundos | Separación de imagen por filo e identificación por experto",432
capture for bio-logging:device type= GLS:device id= 556,432
capture for bio-logging:device type= GLS:device id= 4317,432
GearType=water bottles on CTD rossette,432
MRLRC01200000023_METH_001,431
JNCCMNCR10000329_METH_001,431
MRSNH0110000000E_METH_002,431
TrawlType=B.TR. 27.1; HorizontalOpeningInM=16; VerticalOpeningInM=8; WarpLengthInM=1100,430
MRPMN0010000001D_METH_001,430
MRCCW30200000008_METH_001,430
MRSNH02500000005_METH_004,430
MRMCS00100000034_METH_001,430
capture for bio-logging:device type= GLS:device id= 555,429
sodium cyanide,429
"50, 70, and 100 cm nets. Mouth circular. Vertical and oblique tows",429
MRCON04000000005_METH_006,428
capture for bio-logging:device type= GPS:device id= GPS103,428
JNCCMNCR10000045_METH_001,428
MRMCS017000000D7_METH_002,428
"Aerial photos taken from a plane from a height of 100-170 meters with a digital camera (minimum 20Mp, GPS connection, up to 200mm zoom lens) are used to monitor a population of the seals in the habitat.",427
MRNE010800000031_METH_003,427
MRNIR009000000F0_METH_003,426
MRMCS0050000004B_METH_001,426
MRMLN00400000020_METH_001,426
MRMCS01500000028_METH_001,426
MRSNH02300000003_METH_001,426
MRMCS00200000017_METH_001,425
MRMCS005000000EF_METH_001,425
MRMCS0150000000C_METH_001,425
"Draga Van Veen, Lance 0.04 m2, con un nucleador de 0.12 m2",425
MRUMU10000000054_METH_001,425
capture for bio-logging:device type= PTT:device id= 25070,425
snorkling or diving (presence/absence),425
Snorkling,425
MRMCS0040000000F_METH_001,425
MRNE012600000008_METH_002,425
Collecting method: Marutoku net; Vessel: SOYO; Wire length: 150; angle(º): 40; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,424
Collecting method: Marutoku net; Vessel: WAKATAKA; Wire length: 130; angle(º): ; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,424
MRMCS00500000003_METH_001,424
Collecting method: Marutoku net; Vessel: SOYO; Wire length: 150; angle(º): 0; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,424
Collecting method: Marutoku net; Vessel: SOYO; Wire length: 150; angle(º): 37; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,424
"Trawl, midwater, fine-mesh",424
Collecting method: Marutoku net; Vessel: KAIUN; Wire length: 150; angle(º): 17; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,424
Collecting method: Marutoku net; Vessel: KAIUN; Wire length: 150; angle(º): 7; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,424
MRSHS00100000015_METH_002,424
MRUMU1000000003F_METH_001,424
Collecting method: Marutoku net; Vessel: KAIUN; Wire length: 150; angle(º): 10; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,424
capture for bio-logging:device type= GPS:device id= 139,423
MRCCW1630000001B_METH_002,423
MRMCS03000000036_METH_002,423
"ROTENONE, SNORKEL",423
capture for bio-logging:device type= GLS:device id= 1099,422
JNCCMNCR10000422_METH_002,422
MRLRC0180000000F_METH_001,422
DIPNET,422
"Copepods were collected from the upper 5 m with a conical zooplankton net (4.5 m long, 1 m mouth diameter, 0.33 mm mesh size) towing horizontally for 15-20 min with the vessel speed of 2 nautical miles per hour, on board the Ocean Researcher III.",422
Non-toxic sea water supply,422
capture for bio-logging:device type= PTT:device id= 19251,422
MRABP00200000005_METH_001,422
baited underwater camera,422
Samples were taken by 6 L bathometers at standard depths and at the thermocline layer.,421
"VanVeen grab sampler, 0.1 m2 sample surface area",421
capture for bio-logging:device type= GPS:device id= GPL_6B001,421
TrawlType=B.TR. 27.1; HorizontalOpeningInM=16; VerticalOpeningInM=8; WarpLengthInM=350,420
"echantillonnages, principalement par draguage, effectues lor de l'expedition de l'Akpatok",420
MRMLN0040000001F_METH_001,420
MRSNH01200000005_METH_001,420
MRMCS0040000000E_METH_002,420
Collecting method: Marutoku net; Vessel: SOYO; Wire length: ; angle(º): 12; Flow meter revolution number: 852; mesh size: 335; Analysis method: micro scope,419
Collecting method: Marutoku net; Vessel: SOYO; Wire length: ; angle(º): 23; Flow meter revolution number: 897; mesh size: 335; Analysis method: micro scope,419
Collecting method: Marutoku net; Vessel: SOYO; Wire length: 150; angle(º): 19; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,419
Collecting method: Marutoku net; Vessel: SOYO; Wire length: 150; angle(º): 20; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,419
MRMCS007000000BA_METH_002,419
Collecting method: Marutoku net; Vessel: WAKATAKA; Wire length: 15; angle(º): ; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,419
Collecting method: Marutoku net; Vessel: SOYO; Wire length: ; angle(º): 46; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,419
Collecting method: Marutoku net; Vessel: SOYO; Wire length: ; angle(º): 18; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,419
MRMCS005000000B1_METH_002,419
Collecting method: Marutoku net; Vessel: SOYO; Wire length: ; angle(º): 29; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,419
MRMCS00400000034_METH_002,419
MRNE014100000003_METH_013,419
MRMCS0160000002A_METH_002,419
Intertidal weir catches sampled during daytime low tides. Sampling conducted during daylight (hours between sunrise and sunset),419
Collecting method: Marutoku net; Vessel: SOYO; Wire length: ; angle(º): 8; Flow meter revolution number: 620; mesh size: 335; Analysis method: micro scope,419
MRMCS0050000006E_METH_002,419
Collecting method: Marutoku net; Vessel: SOYO; Wire length: ; angle(º): 22; Flow meter revolution number: 972; mesh size: 335; Analysis method: micro scope,419
Collecting method: Marutoku net; Vessel: SOYO; Wire length: ; angle(º): 35; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,419
Collecting method: Marutoku net; Vessel: SOYO; Wire length: 150; angle(º): 28; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,419
MRMCS03000000032_METH_002,418
capture for bio-logging:device type= PTT:device id= 25861,418
"HRP, bio box core",418
capture for bio-logging:device type= GPS:device id= FT65,418
stratified oblique trawl | opening-closing | RMT 8,418
MRMCS02000000061_METH_001,418
MRLRC00700000027_METH_001,417
capture for bio-logging:device type= GPS:device id= GPS261a,417
Shore,417
0.25 sq. m leaf litter sample,417
MRLRC00800000017_METH_001,417
capture for bio-logging:device type= GLS:device id= 550,417
MRNE01080000001E_METH_001,417
capture for bio-logging:device type= PTT:device id= 397371,416
All live rhodoliths and associated biodiversity from within a 25 by 25 cm quadrat were collected into plastic bags at  eight random points on transect,416
Recolecta con tamiz de coral muerto y/o cascajo de coral,416
MRCON04000000005_METH_002,416
capture for bio-logging:device type= GLS:device id= 553,416
MRCCW3000000000D_METH_001,416
capture for bio-logging:device type= PTT:device id= 131153,414
MRNE01080000003C_METH_001,414
GearType=Square 18-mesh to the inch net,414
TrawlType=B.TR. 31; HorizontalOpeningInM=16; VerticalOpeningInM=9; WarpLengthInM=700,414
MRNE01540000001B_METH_001,414
DASSHDT00000108_METH01,414
Mechanized line,414
"Dredge, pipe",414
JNCCMNCR10000473_METH_001,413
MRMLN00400000099_METH_002,413
capture for bio-logging:device type= GPS:device id= 302,412
MRLRC0030000009F_METH_002,412
capture for bio-logging:device type= PTT:device id= 9297,412
YANKEE 36 TRAWL,412
capture for bio-logging:device type= PTT:device id= 88732,412
MRMCS0200000002A_METH_001,412
MRMCS005000000DD_METH_002,412
BONGO with 153µm mesh,411
"Dredge, Manihiki",411
MRMCS0050000005D_METH_002,411
Muestras tomadas con corazonador (nucleador/corer) en fondos blandos. Tamizaje de sedimentos. Separación y fijación de organismos.,411
MRMCS01600000022_METH_001,411
MRMCS01700000124_METH_001,411
Instantaneous visual census was employed by a SCUBA diver who simultaneously identified and counted fish during the deployment of the measuring tape.,410
capture for bio-logging:device type= GPS:device id= GPL_9005,410
MRSNH01800000017_METH_001,410
"{""Method"":""trawl"",""VesselLengthinMetres"":""43+"",""TargetSpecies"":""Hoki""}",409
Fishermen calendar - Data represent catch per lagoon per year,409
capture for bio-logging:device type= PTT:device id= 20709,409
Hayward,409
Samples were taken by 1 L bathometers at standard depths and within the thermocline layer.,409
Sampling device : Pump  -  Size filter : generally before 2007 1.2 micrometers and after 2007 0.7 micrometers ; Taxon count after sieving 1 mm (square mesh),409
"scuba diving, snorkeling",408
MRSNH0300000003C_METH_005,408
MRMCS01500000004_METH_002,407
1.3 meter larva net; wire out: 0 m; towing duration: 20 min.; ship speed: 1.5 kts.,407
MRCCW31600000008_METH_001,407
capture for bio-logging:device type= PTT:device id= 25985,407
capture for bio-logging:device type= GPS:device id= 332,407
MRSNH00800000003_METH_002,406
MRMLN00400000050_METH_001,406
MRNE010800000036_METH_002,406
standard lobster trap baited with cod,406
capture for bio-logging:device type= GPS:device id= GPL_9002,406
JNCCMNCR10000391_METH_001,406
"Box corer, 0.09m2",406
Mergulho,405
MRSNH03000000016_METH_001,405
MRCCW31600000005_METH_001,405
MRCCW10000000066_METH_001,405
capture for bio-logging:device type= GPS:device id= GPL_9004,405
MRUMU10000000056_METH_002,404
capture for bio-logging:device type= GPS:device id= 96,404
larval net; wire out: 0 m; towing duration: 10 min.; ship speed: 1.5 kts.,404
MRMCS01900000004_METH_002,404
Coleta manual,403
MRMCS01500000025_METH_001,402
Collecting method: Marutoku net; Vessel: WAKATAKA; Wire length: 150; angle(º): 42; Flow meter revolution number: ; mesh size: 335; Analysis method: micro scope,402
